case,q,k,selected,effective_origin,seed_makespan,selected_makespan,cycles_saved,fraction_saved,added_copy_bytes
case_090,3,2,cache_order_1,cache_order_1,461677,460776,901,0.0019515808671430879,3239088
case_090,3,3,a2_b1,a2_b1,320255,320255,0,0.0,5771136
case_090,3,4,a2_b1,a2_b1,265587,265587,0,0.0,7914336
case_090,3,5,traffic_price,traffic_price,272426,239721,32705,0.12005094961567542,6453888
case_091,1,2,local,local,4634673,4590046,44627,0.009628942538125074,57827296
case_091,1,3,local,local,3102638,3074053,28585,0.009213127667488163,63387968
case_091,1,4,local,local,2358273,2314405,43868,0.018601747974047123,66813600
case_091,1,5,local,local,2014429,1887391,127038,0.0630640245945625,73180672
case_091,2,2,a4_b0,a4_b0,6834058,4724946,2109112,0.30861780804318606,38902240
case_091,2,3,a4_b0,a4_b0,5108148,3143491,1964657,0.3846123878947908,43180352
case_091,2,4,a4_b0,a4_b0,4338529,2364772,1973757,0.45493691525399504,46088352
case_091,2,5,a4_b0,a4_b0,4193802,1897430,2296372,0.5475632850573298,52123648
case_091,3,2,a4_b0,a4_b0,6829590,4711975,2117615,0.31006473302204085,38902240
case_091,3,3,a4_b0,a4_b0,5069128,3124791,1944337,0.3835643921400288,43180352
case_091,3,4,a4_b0,a4_b0,4326697,2350959,1975738,0.4566388633176762,46088352
case_091,3,5,a4_b0,a4_b0,3922650,1883807,2038843,0.5197616407275694,52123648
case_092,1,2,fine,fine,2821724,2821724,0,0.0,131186400
case_092,1,3,local,local,2615991,2231804,384187,0.14686097926177877,66784736
case_092,1,4,local,local,2501964,1927728,574236,0.22951409372796727,67180384
case_092,1,5,local,local,2438012,1661234,776778,0.3186112291489952,66980256
case_092,2,2,traffic_price,traffic_price,2162750,2149214,13536,0.006258698416368058,16659040
case_092,2,3,pipeline_finish,pipeline_finish,1607316,1492686,114630,0.07131765004516843,32211136
case_092,2,4,traffic_price,traffic_price,1273402,1095275,178127,0.13988277071969413,20694816
case_092,2,5,traffic_price,traffic_price,1314490,886389,428101,0.325678399987828,22817152
case_092,3,2,cache_price,cache_price,2161490,2135125,26365,0.012197604430277287,16661088
case_092,3,3,traffic_price,traffic_price,1565030,1452049,112981,0.07219094841632434,29052096
case_092,3,4,cache_price,cache_price,1271195,1077873,193322,0.1520789493350745,22267680
case_092,3,5,traffic_price,traffic_price,1237907,867166,370741,0.29949018787356396,22817152
case_093,1,2,local,local,52785,37827,14958,0.2833759590792839,8192
case_093,1,3,local,local,37137,25103,12034,0.3240434068449255,16384
case_093,1,4,local,local,31229,19779,11450,0.3666463863716417,24576
case_093,1,5,local,local,28635,15876,12759,0.44557359874279723,32768
case_093,2,2,a2_b1,a2_b1,37827,37827,0,0.0,8192
case_093,2,3,a2_b1,a2_b1,25103,25103,0,0.0,16384
case_093,2,4,a2_b1,a2_b1,19779,19779,0,0.0,24576
case_093,2,5,a2_b1,a2_b1,15876,15876,0,0.0,32768
case_093,3,2,a2_b1,a2_b1,37827,37827,0,0.0,8192
case_093,3,3,a2_b1,a2_b1,25103,25103,0,0.0,16384
case_093,3,4,a2_b1,a2_b1,19779,19779,0,0.0,24576
case_093,3,5,a2_b1,a2_b1,15876,15876,0,0.0,32768
case_094,1,2,local,local,57148,47805,9343,0.16348778609925108,106272
case_094,1,3,local,local,40446,31805,8641,0.21364288186718094,212544
case_094,1,4,local,local,32839,24487,8352,0.2543317396997472,318816
case_094,1,5,local,local,28729,21846,6883,0.23958369591701767,314208
case_094,2,2,a2_b1,a2_b1,47255,47255,0,0.0,106272
case_094,2,3,a4_b0,a4_b0,32970,30734,2236,0.06781922960266906,756288
case_094,2,4,a2_b1,a2_b1,25275,25275,0,0.0,318816
case_094,2,5,traffic_price,traffic_price,21576,21183,393,0.01821468298109008,259200
case_094,3,2,cache_order_1,cache_order_1,47255,46597,658,0.013924452438895396,106272
case_094,3,3,a4_b0,a4_b0,32916,30277,2639,0.08017377567140604,756288
case_094,3,4,release_order_8,release_order_8,24591,23618,973,0.03956732137773977,318816
case_094,3,5,cache_price,cache_price,20652,20557,95,0.004600038737168299,259200
case_095,1,2,local,local,1208030,1042890,165140,0.136701903098433,0
case_095,1,3,local,local,852906,695775,157131,0.18423014962961926,0
case_095,1,4,local,local,677650,524422,153228,0.22611672692392826,0
case_095,1,5,local,local,571574,420852,150722,0.263696389268931,0
case_095,2,2,a2_b1,a2_b1,1042890,1042890,0,0.0,0
case_095,2,3,a2_b1,a2_b1,695775,695775,0,0.0,0
case_095,2,4,a2_b1,a2_b1,524422,524422,0,0.0,0
case_095,2,5,a2_b1,a2_b1,420852,420852,0,0.0,0
case_095,3,2,a2_b1,a2_b1,1042890,1042890,0,0.0,0
case_095,3,3,a2_b1,a2_b1,695775,695775,0,0.0,0
case_095,3,4,a2_b1,a2_b1,524422,524422,0,0.0,0
case_095,3,5,a2_b1,a2_b1,420852,420852,0,0.0,0
case_096,1,2,budget_0.05,budget_0.05,59783,45933,13850,0.23167121087934694,590394
case_096,1,3,local,local,42147,33589,8558,0.20305122547275012,320380
case_096,1,4,budget_0.10,budget_0.10,32560,26503,6057,0.18602579852579848,808056
case_096,1,5,budget_0.10,budget_0.10,27706,24648,3058,0.11037320436006637,806008
case_096,2,2,a4_b0,a4_b0,44348,44261,87,0.001961757012717613,102384
case_096,2,3,a2_b1,a2_b1,29468,29468,0,0.0,225108
case_096,2,4,a2_b1,a2_b1,24637,24637,0,0.0,285256
case_096,2,5,a2_b1,a2_b1,20662,20662,0,0.0,321108
case_096,3,2,a4_b0,a4_b0,44102,43953,149,0.0033785315858690934,102384
case_096,3,3,a2_b1,a2_b1,27845,27845,0,0.0,225108
case_096,3,4,a2_b1,a2_b1,22198,22198,0,0.0,285256
case_096,3,5,a2_b1,a2_b1,17771,17771,0,0.0,321108
case_097,1,2,fine,fine,5192028,5192028,0,0.0,29818880
case_097,1,3,fine,fine,3577028,3577028,0,0.0,29818880
case_097,1,4,fine,fine,2608028,2608028,0,0.0,29818880
case_097,1,5,local,local,2123528,2102348,21180,0.00997396784972937,21311488
case_097,2,2,a4_b0,a4_b0,6860108,5617602,1242506,0.18112047215583194,11796480
case_097,2,3,a4_b0,a4_b0,4036499,3660459,376040,0.09315993884799678,16031744
case_097,2,4,a4_b0,a4_b0,3123936,2626908,497028,0.15910313143419075,14221312
case_097,2,5,a4_b0,a4_b0,2986641,2102348,884293,0.29608278999719084,21311488
case_097,3,2,a4_b0,a4_b0,6860108,5617602,1242506,0.18112047215583194,11796480
case_097,3,3,a4_b0,a4_b0,4032103,3660338,371765,0.09220126569187348,16031744
case_097,3,4,a4_b0,a4_b0,3121870,2626908,494962,0.15854664031493948,14221312
case_097,3,5,a4_b0,a4_b0,2812969,2102250,710719,0.25265795677094205,21311488
case_098,1,2,budget_0.05,budget_0.05,110418,102522,7896,0.07151007987828073,639256
case_098,1,3,budget_0.05,budget_0.05,78447,74344,4103,0.052302828661389245,639256
case_098,1,4,budget_0.05,budget_0.05,60254,57508,2746,0.04557373784313079,639256
case_098,1,5,budget_0.05,budget_0.05,58650,49054,9596,0.163614663256607,836068
case_098,2,2,pipeline_finish,pipeline_finish,90921,90809,112,0.0012318386291395589,213100
case_098,2,3,pipeline_finish,pipeline_finish,62654,61410,1244,0.019855077090050077,344244
case_098,2,4,pipeline_finish,pipeline_finish,47621,47208,413,0.008672644421578668,344268
case_098,2,5,a2_b1,a2_b1,41425,41425,0,0.0,307836
case_098,3,2,cache_price,cache_price,90920,90807,113,0.0012428508578971043,213100
case_098,3,3,pipeline_finish,pipeline_finish,62158,61230,928,0.01492969529264132,344244
case_098,3,4,cache_price,cache_price,47621,46494,1127,0.023666029692782642,278728
case_098,3,5,a2_b1,a2_b1,40825,40825,0,0.0,307836
case_099,1,2,local,local,846484,811392,35092,0.04145618818548258,7303168
case_099,1,3,local,local,568995,539533,29462,0.05177901387534156,8011776
case_099,1,4,local,local,433359,405882,27477,0.06340470602895054,9248768
case_099,1,5,local,local,418733,336826,81907,0.19560674702017755,10371072
case_099,2,2,a4_b0,a4_b0,918358,818991,99367,0.10820072346514109,3538944
case_099,2,3,a4_b0,a4_b0,654504,543261,111243,0.169965347805361,4186112
case_099,2,4,a4_b0,a4_b0,500908,415545,85363,0.17041652359315484,6991872
case_099,2,5,a4_b0,a4_b0,487699,332706,154993,0.3178046294948319,8798208
case_099,3,2,a4_b0,a4_b0,917138,816791,100347,0.10941319626926371,3538944
case_099,3,3,a4_b0,a4_b0,649934,543192,106742,0.1642351377216763,4186112
case_099,3,4,a4_b0,a4_b0,495987,414781,81206,0.16372606540090773,6991872
case_099,3,5,a4_b0,a4_b0,431024,332250,98774,0.2291612532016779,8798208
case_100,1,2,budget_0.05,budget_0.05,103498,86515,16983,0.16409012734545592,1355558
case_100,1,3,budget_0.05,budget_0.05,78056,59472,18584,0.2380854770933689,1355562
case_100,1,4,budget_0.05,budget_0.05,65376,47774,17602,0.2692425354870289,1355558
case_100,1,5,budget_0.05,budget_0.05,55619,44846,10773,0.19369280281918044,1355554
case_100,2,2,a2_b1,a2_b1,72999,72999,0,0.0,301764
case_100,2,3,a2_b1,a2_b1,52086,52086,0,0.0,374036
case_100,2,4,a2_b1,a2_b1,42908,42908,0,0.0,528228
case_100,2,5,a2_b1,a2_b1,37116,37116,0,0.0,457100
case_100,3,2,a2_b1,a2_b1,71000,71000,0,0.0,301764
case_100,3,3,a2_b1,a2_b1,51488,51488,0,0.0,374036
case_100,3,4,a2_b1,a2_b1,40775,40775,0,0.0,528228
case_100,3,5,a2_b1,a2_b1,34583,34583,0,0.0,457100
